Top1,Top1Summ1,Top1Summ2,Top1Keystone,Top1Xp,Top1Gold,Top2,Top2Summ1,Top2Summ2,Top2Keystone,Top2Xp,Top2Gold,Jungle1,Jungle1Summ1,Jungle1Summ2,Jungle1Keystone,Jungle1Xp,Jungle1Gold,Jungle2,Jungle2Summ1,Jungle2Summ2,Jungle2Keystone,Jungle2Xp,Jungle2Gold,Mid1,Mid1Summ1,Mid1Summ2,Mid1Keystone,Mid1Xp,Mid1Gold,Mid2,Mid2Summ1,Mid2Summ2,Mid2Keystone,Mid2Xp,Mid2Gold,Ad1,Ad1Summ1,Ad1Summ2,Ad1Keystone,Ad1Xp,Ad1Gold,Ad2,Ad2Summ1,Ad2Summ2,Ad2Keystone,Ad2Xp,Ad2Gold,Supp1,Supp1Summ1,Supp1Summ2,Supp1Keystone,Supp1Xp,Supp1Gold,Supp2,Supp2Summ1,Supp2Summ2,Supp2Keystone,Supp2Xp,Supp2Gold
17,4,14,8437,362.5,205.39999999999998,157,12,4,8010,434.9,288.7,106,11,4,8005,271.3,314.5,104,4,11,8230,380.4,342.1,518,4,14,8112,471.4,280.8,45,4,14,8229,406,227.60000000000002,22,4,7,8008,272.4,253.39999999999998,67,4,7,8005,277,279.20000000000005,80,14,4,8005,291,292.5,53,4,14,8439,229.4,178.1
54,12,4,8229,430.6,246.39999999999998,420,4,12,8010,506.2,317.2,141,11,4,8010,398.7,289.4,121,11,4,8128,345.9,243.60000000000002,62,4,14,8010,519.3,416.70000000000005,55,14,4,8128,373.8,216.3,236,4,7,8005,336.6,381.2,360,7,4,8010,266.9,246.2,147,4,14,8229,277.6,282.9,40,3,4,8214,269.1,206
157,14,4,8010,463.7,350.1,10,4,12,8005,399.4,251.4,20,11,4,8230,276.5,255.8,28,4,11,8112,361.20000000000005,318,34,14,4,8230,429.1,220.3,777,14,4,8010,438.70000000000005,232.7,18,4,7,9923,357.5,313.2,202,7,4,8021,347.70000000000005,299,117,14,4,8214,237.2,181.10000000000002,99,14,4,8229,238.1,191.4
13,12,4,8230,446.8,247.4,122,6,4,8010,479.4,298,107,11,4,8010,379.9,364,163,4,11,8128,310.8,246.10000000000002,517,4,12,8010,433.8,317.1,84,14,12,8010,422.29999999999995,289.9,22,4,3,8008,279.8,317.1,119,3,4,9923,342.3,374.2,412,4,14,8439,210.5,191.3,80,4,14,8010,291.79999999999995,355.4
82,12,4,8010,428.2,159.8,17,4,12,8008,499.4,277.1,141,4,11,8010,336.9,270.9,35,11,14,9923,252.5,257.7,34,14,4,8229,531.5,372.29999999999995,91,14,4,8010,308.2,236.5,51,4,7,8021,308.2,328.8,202,7,4,8128,260.8,211.6,143,14,4,8112,237.8,251.10000000000002,16,4,14,8360,227.60000000000002,195.8
39,4,12,8010,527.4,322.8,114,4,12,8010,454.09999999999997,214.5,245,4,11,8128,263.5,224.7,32,11,4,8439,335.9,260,238,14,4,8112,366.4,175.5,105,14,4,8112,504.5,303.2,18,4,7,9923,321.1,352,360,7,4,8010,329.9,278.2,25,14,4,8229,264.4,212.29999999999998,99,3,4,8229,229.5,186.5
122,4,6,8010,441.5,384.3,876,12,4,8010,398.4,254.60000000000002,33,11,4,8439,344.2,287.29999999999995,245,4,11,8128,362,334.9,90,14,4,8214,384.70000000000005,223,25,4,14,8229,439.4,262.8,236,4,7,8005,275.70000000000005,264.6,145,7,4,9923,337.1,331.5,101,21,4,8229,227.8,223.5,99,4,14,8128,223.8,200.89999999999998
875,12,4,8010,455.6,264.1,17,14,4,8005,431.4,312.70000000000005,19,4,11,8005,323.4,299.4,121,4,11,8112,341.70000000000005,364.8,777,4,14,8010,455.4,258.3,105,14,4,8112,325.4,233.2,18,3,4,9923,288.5,282.70000000000005,67,7,4,9923,282.1,272.5,99,7,4,8128,272.6,203.2,497,14,4,8465,242.89999999999998,166.9
39,12,4,8010,389.5,254,114,12,4,8010,418.9,227.6,68,11,4,8128,250.8,266.7,121,4,11,8128,301.4,257.4,55,4,14,8112,477.5,248.8,31,4,14,8229,443.1,252.2,236,7,4,8005,304.5,279.5,145,7,4,9923,355.7,414.7,555,14,4,9923,244.7,168.6,89,4,14,8439,284.7,216.9
23,4,14,8008,417.20000000000005,252.8,17,14,4,8214,512.3,302.2,245,11,4,8128,253.39999999999998,238.3,141,11,4,8010,297.70000000000005,263.1,102,12,4,8128,441.9,245.3,74,4,7,8351,552.3,282.6,202,4,3,8021,303.2,215.8,236,4,7,8005,306.4,315.9,432,14,4,9923,249.6,149.2,147,4,14,8465,281.4,179.5
39,4,12,8010,533.1,333.8,14,4,14,8010,500,300,427,4,11,8214,344.29999999999995,289.9,36,4,11,8021,352.5,299.79999999999995,13,4,12,8230,457.79999999999995,279.4,115,12,4,8229,473.4,278.7,80,7,4,8005,301.5,203.6,21,7,4,8005,300.20000000000005,251.39999999999998,63,4,14,8128,216.2,192.5,143,3,4,8229,255.20000000000002,198
85,4,12,8360,336.4,184.60000000000002,236,4,12,8005,455.79999999999995,398.3,121,4,11,8128,401.79999999999995,340.6,120,6,11,8010,360.79999999999995,368.1,238,4,14,8112,436.6,331.1,99,4,14,8229,375.5,215.9,119,4,7,8021,333.9,344,67,7,4,8005,341,321.5,63,14,4,8128,226.2,211.29999999999998,117,14,4,8214,215.8,167.10000000000002
122,14,4,8010,459.09999999999997,287.8,86,14,4,8010,395.2,196.1,32,11,4,8439,410.7,300.7,111,11,4,8214,271,221.39999999999998,131,14,4,8008,404.9,212.10000000000002,236,14,4,8005,477.1,323.3,18,4,7,8008,287.1,370.4,145,7,4,9923,289.2,341,350,14,3,8214,227.2,260.9,37,14,4,8214,218.9,274
54,12,4,8229,458.29999999999995,223.2,6,14,4,8005,460.4,285.1,11,4,11,9923,363.6,357.7,67,11,4,8005,276.1,236.5,55,4,14,8010,434.1,287.4,131,12,4,8010,439.3,279,18,4,7,9923,391.1,394.29999999999995,51,7,4,8008,297.5,290,497,3,4,8465,243.2,220.5,89,4,14,8439,279.8,189.8
39,4,12,8010,427.70000000000005,276.7,86,4,14,8010,447.4,283.4,104,4,11,8230,270.7,243.79999999999998,64,11,4,8010,279.7,234.1,517,12,4,8010,466.4,263.8,80,14,4,8010,411.20000000000005,231.6,236,7,4,8005,312.6,323.7,145,4,7,9923,269.1,229.4,147,4,14,8214,294.6,208.6,432,4,14,8465,206.5,138.1
164,4,12,8437,521.1,411.5,106,12,4,8437,313.3,156.4,141,4,11,8010,428,327.5,77,4,11,8010,314.8,243.1,4,14,4,8112,485.7,387.3,55,14,4,8010,383.3,246.60000000000002,21,4,7,8229,274,261.5,119,7,4,8010,350,429.1,89,4,14,8439,284.4,173.8,526,4,3,8439,303.8,211.2
555,4,14,8128,455.29999999999995,233.60000000000002,126,12,4,8230,378.6,226,32,11,4,8010,252,201.5,141,4,11,8010,274.7,222.89999999999998,157,14,4,8010,412.5,239.4,238,14,4,8112,480.8,280.5,81,4,12,8010,299.7,286.9,21,4,7,8128,363.5,264.4,111,14,4,8439,282.3,255.3,63,4,14,8229,213.5,273.29999999999995
98,14,4,8437,367,207.6,23,4,14,9923,373.9,328.7,32,11,4,8010,253.60000000000002,228.3,104,11,4,8230,391.70000000000005,382.8,39,4,14,8010,503.8,393.1,238,4,14,8112,381.8,283,157,4,7,8010,322.2,238.1,21,7,4,8229,320.5,244.5,875,14,4,8439,218.89999999999998,153.6,63,4,14,8229,304,233.4
92,12,4,8010,404,302.4,122,6,14,8010,492.90000000000003,452.1,163,4,11,8112,263.6,223.2,11,3,11,8005,326.1,288.4,777,12,4,8021,495,338.9,69,14,4,8112,381.2,206.3,119,4,7,8005,312.9,248.1,18,4,7,8005,306.1,291.6,267,3,4,8214,248.7,166.3,63,14,4,8229,309,253.3
31,12,4,8437,474.8,232.8,114,12,4,8437,467.5,257.6,163,11,4,8128,315.2,288.5,121,4,11,8128,352.9,277.7,777,4,14,8010,420.9,273,112,4,12,8229,495.20000000000005,272.9,236,7,4,8005,314.4,337.3,222,7,4,8008,285.1,230,99,4,14,8230,270.7,240.5,147,4,14,8214,201.4,150.2
58,4,14,8010,534.4,348.8,92,12,4,8010,431.5,237.39999999999998,33,14,11,8439,280.7,315.4,32,4,11,8010,269.1,282,105,14,4,8112,426,352.20000000000005,777,4,14,8010,367.4,253,360,7,4,8010,254.8,283,157,4,14,8010,348,351.8,80,4,14,8005,228.6,189.9,34,4,14,8229,304.9,337.5
86,4,14,8010,452.3,234.2,54,4,12,8229,384.1,231.7,77,4,11,8230,337.3,259.8,20,4,11,8230,333.6,283.1,1,14,4,8112,433.6,251.3,238,14,4,8112,473.6,308.4,202,4,7,8128,271.7,212.7,29,7,4,9923,297,248.3,235,3,4,8351,250.7,193.2,555,14,4,8439,287.3,239.89999999999998
54,12,4,8229,431.70000000000005,211.2,17,14,4,8214,416.9,225.3,427,11,4,8214,320.4,238.9,154,11,4,8010,292.29999999999995,282.1,112,4,12,8230,357.6,213.29999999999998,50,6,4,8010,590.5,498.1,51,4,7,9923,271.5,306.70000000000005,202,7,4,8021,382.5,368.1,412,4,14,8439,242.2,187.2,53,14,4,8439,277.7,216.4
84,4,14,8010,354.2,213.1,114,14,4,8010,488.3,370.4,11,14,11,8005,271.79999999999995,282.4,427,4,11,8214,293.20000000000005,257.8,238,4,14,8112,439.5,269.4,58,4,14,8005,439.2,323.8,145,7,4,9923,272,323.2,29,4,7,8008,286.8,358.5,350,14,3,8214,231.7,195.1,89,4,3,8439,283.7,251.3
164,4,12,8005,457.6,278.2,77,4,14,8439,406.5,273.5,120,11,4,8010,362.3,291.6,20,11,14,8230,378.2,351.9,105,4,14,8112,345,252.5,157,4,14,8021,345.4,221.2,18,4,7,8005,352.79999999999995,321.5,222,7,4,8008,308.4,235,432,4,14,8112,261.70000000000005,184.39999999999998,526,3,4,8465,252.3,144.5
17,12,4,8437,507.9,279.6,86,4,12,8010,383.6,214.89999999999998,79,11,4,8124,399.70000000000005,355.29999999999995,131,11,4,8010,231.89999999999998,240.8,157,4,14,8010,441,356.1,134,3,4,8128,415.1,228.7,81,7,4,8010,290.5,288.79999999999995,21,7,4,8128,281.5,260,111,4,14,8439,266.2,223.8,76,4,14,8128,236.3,214.10000000000002
17,4,14,8437,496.1,298.1,86,14,4,8437,352.6,192.4,120,14,11,8010,280.7,236.3,427,4,11,8439,250.60000000000002,231.29999999999998,7,14,4,8112,365.7,223.8,112,12,4,8112,405.2,223.1,360,14,4,8021,309.8,217.79999999999998,110,7,4,8128,246.10000000000002,249,161,4,14,8229,216.20000000000002,208.1,117,3,4,8112,262.4,182.29999999999998
80,12,4,8005,402.29999999999995,260.2,266,4,12,8010,384.1,251.3,141,4,11,8010,296,322.6,427,4,11,8214,351.9,279.8,105,14,4,8112,400.4,471.40000000000003,8,14,4,8112,426.8,272.9,222,4,7,8008,370.5,310.3,81,4,12,8010,279,211,53,14,4,8439,275.6,247.5,26,4,3,8229,269.1,281.4
83,4,14,8010,497,241.1,98,4,14,8437,459.70000000000005,223.2,20,11,4,8230,297.4,242.6,64,11,4,8010,339.5,341.70000000000005,238,4,14,8112,515.1,313.2,134,12,4,8437,361.4,181.4,21,4,7,8005,296.29999999999995,208.3,51,7,4,8008,315.2,255.89999999999998,16,4,21,8214,191.4,136.6,22,4,14,8229,268.9,186.2
75,12,4,8360,495.9,330.5,17,14,4,8005,437,283.8,54,11,4,8112,306.8,314.6,154,4,11,8439,306.20000000000005,223,1,4,14,8128,396.2,207,104,12,4,8021,481,314.3,360,4,7,8010,317,330.2,81,4,7,8010,280.8,230,161,4,14,8229,325.2,276.8,99,4,14,8229,201.89999999999998,185.4
31,12,4,8229,352.4,166.5,240,12,4,8010,521.7,373.8,62,4,11,8439,322.9,269.4,17,11,4,8005,236.5,216.7,517,4,14,8021,533.6,331.6,99,4,7,8229,382.8,211.2,235,4,7,8351,287.6,335.5,236,7,4,8005,325.1,213.1,412,14,4,8439,284.7,207.8,16,3,4,8214,206.5,143.8
164,12,4,8437,316.1,177.2,23,4,14,9923,531.9,482.5,11,14,11,8010,300,243.3,120,11,6,8010,272.4,231.39999999999998,25,14,4,8229,412.8,276.9,34,4,12,8112,441.9,304.9,145,4,7,9923,297.5,333.6,222,4,7,8008,256.79999999999995,290.4,143,4,14,8112,273.70000000000005,303.9,555,14,4,9923,248.79999999999998,232.9
777,4,12,8008,426.2,316.9,238,4,12,8112,526.6,337.1,86,11,4,8010,269.6,232.3,19,4,11,8005,321.9,460.4,236,12,4,8005,389.29999999999995,296.4,80,14,4,8010,383.79999999999995,313.79999999999995,51,4,7,8005,285.79999999999995,238.9,22,7,4,8010,212.6,142.3,147,3,4,8214,280.7,225.4,50,14,4,8112,279.1,239.9
54,12,4,8229,409.4,225.1,420,4,12,8010,426.6,237,104,11,4,8230,369.2,341.2,20,4,11,8230,221.5,203,50,4,14,8112,437.4,311.7,69,4,14,8010,388.5,250,51,4,7,8021,314.1,272.5,202,7,4,8128,310.7,273.5,63,4,14,8128,240.3,236.6,412,3,4,8439,257.7,196.1
17,14,4,8229,264.4,170.60000000000002,54,12,4,8229,463,279.5,5,11,4,9923,363.6,372.20000000000005,2,4,11,8010,297.4,324.4,777,4,12,8010,471.3,379.79999999999995,157,14,4,8010,377,313.1,18,7,4,9923,356.29999999999995,402.1,112,7,4,8128,297.1,228.79999999999998,518,4,14,8229,289.1,239.60000000000002,147,4,14,8229,269.7,242.6
75,14,4,8229,413.09999999999997,213.79999999999998,17,14,4,8112,432.6,204.89999999999998,35,14,11,9923,307.5,243.9,254,11,4,9923,368.5,303.1,777,14,4,8010,433.70000000000005,263.3,157,14,4,9923,483.3,342.6,22,4,7,8008,314.4,348.1,51,4,7,8021,336.8,357.5,117,4,3,8214,239.1,240.2,80,14,4,8005,261.2,223.3
17,4,14,8112,467.3,308.7,39,4,12,8010,334.8,180.60000000000002,104,4,11,8230,267.3,249,19,11,4,8005,307.5,260,45,21,4,8229,372.2,179,38,14,4,8229,410.5,313.9,145,7,4,9923,290.6,248.29999999999998,21,4,7,8005,262.1,270.7,526,14,4,8439,284.9,199.4,161,4,14,8229,236.3,194.7
6,4,12,8005,384,239.39999999999998,266,12,4,8010,363.6,206.89999999999998,104,11,4,8021,331.9,288.4,141,4,11,8010,248.2,228.89999999999998,39,4,14,8010,410.4,317,105,14,4,8112,468.20000000000005,255.2,145,7,4,9923,306.5,372.1,21,4,7,8229,246.89999999999998,219.5,89,4,14,8439,298.2,217.9,12,4,14,8439,295.6,210.5
54,12,4,8229,452.7,248.4,14,12,4,8437,492.5,279.2,11,11,4,9923,353.20000000000005,272.8,2,4,11,8010,349.1,308,163,4,14,8112,391.29999999999995,294.2,103,14,4,8112,439.6,291.3,202,4,7,8128,298.3,263.4,30,3,4,8128,312,309.2,555,14,4,8439,277.1,229.8,89,4,14,8439,250,183.5
24,4,12,8010,418.20000000000005,231.89999999999998,516,4,12,8437,556.3,292.6,141,11,4,8128,313.79999999999995,262,2,11,4,8010,402.4,359.2,134,4,14,8112,390.9,197.5,84,4,14,8021,509.20000000000005,312.1,360,7,4,8010,315.4,317.6,81,4,7,8010,313.7,278.1,412,4,14,8439,297.2,204.1,54,4,14,8229,265.3,186.3
266,12,4,8010,448.4,269,83,12,4,8437,437.5,268.4,427,11,4,8214,323.1,242.5,80,11,14,8005,425.20000000000005,359.7,236,14,4,8005,442.8,290.79999999999995,518,4,12,8229,508,295.9,202,7,4,8128,274,257.4,21,7,4,8229,295.6,250.29999999999998,117,14,4,8214,289.20000000000005,184.7,875,14,4,8230,263.7,192.9
54,4,12,8229,440.3,219.79999999999998,80,4,14,8010,499.3,338.29999999999995,254,11,4,9923,296.6,303.2,203,4,11,8005,384.5,409.3,82,14,4,8010,470.9,395.5,61,4,14,8229,474.4,296,67,7,4,8005,204.79999999999998,230.8,22,4,7,8229,309.2,309,40,4,14,8214,283.2,206.89999999999998,235,14,4,8128,258.9,369.3
62,14,4,8010,440.79999999999995,303.3,122,4,6,8010,358.6,201.70000000000002,25,11,4,8128,345.1,258.6,2,4,11,8010,407.6,347.8,55,4,14,8010,444.2,331,4,14,4,8230,316.5,211.8,67,1,4,8005,281.6,271.9,145,4,3,9923,305.7,321.1,79,4,14,8439,332.79999999999995,233.7,89,3,4,8465,289.5,237.6
8,12,4,8230,368.1,172.3,91,4,14,8112,500.6,324.4,77,4,11,8230,289.9,223.8,5,4,11,9923,228.10000000000002,233.29999999999998,58,4,14,8005,260.2,170.8,26,4,3,8214,275.2,230.6,36,12,4,8229,416,267.1,21,4,7,8229,256,222.2,67,4,7,8005,327.9,292.29999999999995,34,14,4,8112,260.1,207.1
110,4,11,8128,261.3,375.4,75,12,14,8437,344.6,251.3,2,4,12,8010,514.5,407.1,27,4,11,8128,244.7,353.2,11,4,11,9923,271.1,330.70000000000005,63,4,14,8229,299.6,268.79999999999995,526,14,4,8229,317.7,257.6,222,7,4,8005,260.8,241.9,115,12,4,8229,310,148.2,45,4,3,8229,261.3,202
92,4,12,8010,487.79999999999995,295,67,4,21,8005,425.1,215.9,107,11,4,8010,308.79999999999995,282.20000000000005,106,11,4,8112,273,235.2,254,4,21,8437,403,266.9,103,14,4,8112,416.29999999999995,216.10000000000002,29,4,14,9923,316.2,314.29999999999995,81,7,4,8010,342.6,320.6,412,4,14,8439,227.10000000000002,196.3,350,3,14,8214,243.89999999999998,255
83,12,4,8010,506.9,292.7,164,4,12,8010,380.8,253.7,106,11,4,8005,321.8,314.8,203,11,4,8010,249.3,201.89999999999998,245,14,4,8112,325.6,299.6,526,14,4,8230,267,195.3,21,4,7,8005,289,265.7,18,7,4,9923,301,337,497,14,4,8465,286.5,185.1,63,14,4,8128,311.20000000000005,256.4
526,4,12,8437,464.4,218.2,10,12,4,9923,449.2,224.79999999999998,876,4,11,8230,236.9,247.8,56,4,11,8010,261.6,275.1,91,14,4,8010,408.6,225.3,517,4,12,8021,482.7,254.8,202,4,7,8128,326.3,291.1,51,4,7,8008,306.4,215.3,50,14,4,8112,297.1,288.70000000000005,26,4,3,8214,230.9,174.5
82,4,12,8010,368.2,206.3,17,4,14,8005,571.7,380.5,11,11,1,9923,251.89999999999998,217.4,72,11,4,8230,316.2,245.4,517,14,4,8112,445.7,295.9,90,14,4,8214,326.5,235.4,202,1,4,8021,318.2,293.9,81,7,4,8010,347.9,208,25,14,4,8229,270.1,224.8,432,14,4,8112,237.1,141.6
74,4,12,8229,443.70000000000005,304.79999999999995,150,12,4,8005,412.3,253.5,48,4,11,8124,206.8,195.3,19,4,11,8437,268.7,233.7,555,14,4,9923,420.8,189.7,99,4,14,8229,418.5,200.7,15,7,4,8008,321.3,294.9,17,4,14,8229,278.5,224.1,45,7,4,8229,282.1,270.3,526,4,12,8465,320.4,220.8
67,12,4,8005,432.4,238.9,36,14,4,8437,434.3,246.4,19,4,11,8005,279.70000000000005,295.1,64,4,11,8010,294.4,271.4,63,4,14,8128,412.1,203.5,4,4,14,8112,474.5,387.20000000000005,51,7,4,8021,292.29999999999995,363,21,4,14,8005,388.1,312.4,113,4,3,8439,233.70000000000002,222.2,25,7,14,8229,202.10000000000002,402.7
84,14,4,8010,377.1,205.3,24,11,4,8010,453.9,290.2,20,11,4,8230,329,294.9,9,4,11,8112,217.7,201.8,90,4,7,8214,410.6,257.1,127,4,12,8439,382.9,249.1,202,4,7,8128,348.9,299.3,145,7,4,9923,264.9,176.3,18,7,4,9923,286.1,143.3,526,4,14,8439,253.60000000000002,167.7
2,12,6,8008,464.2,320.5,62,4,14,8010,386.7,202.10000000000002,78,11,4,8439,294.3,335,64,11,14,8112,316.4,326,4,14,4,8112,372.9,219,105,14,4,8005,511.20000000000005,326.4,202,14,4,8005,241,322.7,236,4,7,8005,228.7,239.39999999999998,45,4,7,8229,229.8,246.8,526,14,4,8439,252.2,237.9
875,4,14,8010,496.09999999999997,326.4,39,4,12,8010,376.7,217.8,254,4,11,9923,340.6,284.2,29,11,4,9923,180.6,180.39999999999998,11,14,4,9923,412,317.2,38,4,14,8112,329.8,216.8,360,7,4,8112,295.2,192,21,4,7,8128,289.8,248.9,50,14,4,8112,284,215.5,43,4,14,8229,253.70000000000002,211.3
54,4,12,8229,478.09999999999997,325.6,86,14,4,8010,357.79999999999995,222,35,14,11,8112,280.79999999999995,294.2,254,11,4,8112,303.4,259,85,12,4,8112,489.7,352.4,101,4,21,8229,410.29999999999995,240.5,22,4,7,8229,340.2,359.70000000000005,202,7,4,8128,215.1,178.4,432,4,14,8112,273.6,324.5,147,14,4,8128,189.8,219.3
223,14,4,8437,420.70000000000005,264.3,254,11,4,8112,277.70000000000005,219.3,19,4,11,8005,333.70000000000005,399.6,11,14,12,9923,408.5,346.7,99,4,7,8229,290.6,157.7,55,4,14,8010,412.9,280.6,222,12,4,8005,276.6,329,15,7,4,8008,293.8,278.6,526,4,14,8465,254.3,225.4,235,3,14,8214,208.89999999999998,218.39999999999998
41,4,12,8128,444.59999999999997,255.9,114,12,4,8021,439.3,275.5,254,4,11,8128,272.4,317.3,79,4,11,8128,284.6,279.6,55,4,14,8010,381.9,241.8,157,4,14,8021,449.29999999999995,378.6,429,4,7,9923,237.5,220.5,110,7,4,8229,326.5,423.5,44,4,14,8439,160.8,179.7,350,3,14,8214,322.9,287.4
82,12,4,8010,360,207.8,86,12,4,8010,513,353.1,121,4,11,8128,313,245.3,107,4,11,8010,271.2,296.9,131,14,4,8010,541.9,262.4,105,4,14,8112,394.5,194.2,119,12,4,8021,309.6,352.79999999999995,4,4,12,8112,262.5,254.10000000000002,350,3,14,8229,315.6,203.4,43,14,4,8229,281.5,195.6
17,12,4,8437,400.79999999999995,286.8,82,4,12,8010,444.29999999999995,263.1,19,11,4,8005,259.5,229,76,11,4,8128,384.20000000000005,308.2,39,12,4,8010,421.29999999999995,333,103,4,14,8112,428.70000000000005,318.1,119,4,7,8128,291,466.9,21,7,4,8128,273.79999999999995,253.4,89,14,4,8439,285.6,260.5,25,14,4,8229,206.6,196.8
114,12,4,8010,371.6,178.39999999999998,86,4,14,8437,464,286.4,80,11,4,8010,262.6,237.3,141,11,4,8010,260.1,235.5,3,14,4,8439,431,262.8,25,4,14,8229,380.4,248.3,21,4,7,8112,235.7,203.3,202,4,7,8128,284.29999999999995,272.8,35,4,14,8229,221.8,201.7,161,4,7,8229,240.39999999999998,221.7
17,14,4,8214,387.7,224.7,517,12,4,8021,550.1,376,19,4,11,8005,269.5,257.4,86,11,4,8010,406,315.9,157,3,4,8010,353.4,191.6,777,4,14,8010,489.4,376.4,18,7,4,9923,314.8,326.7,21,7,4,8128,312.7,228.1,111,14,4,8439,279.20000000000005,169.3,40,14,4,8229,238.7,146.8
75,4,12,8437,372.4,186,14,4,12,8437,498.70000000000005,365.3,121,4,11,8230,345.1,269,20,11,4,8439,399.20000000000005,339,268,4,12,8008,395.5,248.9,7,4,14,8112,471.4,296.1,145,7,4,9923,314.4,338,18,7,4,8005,294.9,243,101,4,14,8229,293.2,251.3,22,3,4,8229,262.1,248.7
98,12,4,8437,377.5,217.9,516,12,4,8437,401.2,226.7,11,11,4,8010,386.9,407.6,20,4,11,8230,310.9,262.4,7,14,4,8112,434.3,225,236,4,21,8005,468.70000000000005,364.5,145,7,4,9923,285.1,318.79999999999995,21,7,4,8128,277.9,285.9,99,14,4,8229,307.6,239.3,63,14,4,8128,272.6,259.6
2,14,6,8010,465.1,316.9,86,4,12,8010,365.29999999999995,245.4,254,11,4,8112,383.6,267.8,24,4,11,8010,363.2,360.7,236,4,14,8112,409.29999999999995,301.7,45,7,4,8229,455.09999999999997,290.8,34,4,7,8112,331,258.9,145,4,7,9923,247.8,213.1,21,14,4,8229,226.5,263.8,350,3,7,8214,224.4,216.89999999999998
24,12,4,8010,377,237,19,4,12,8437,518.1,369.40000000000003,80,11,4,8005,310.3,226.89999999999998,9,11,4,8128,378.3,341.9,112,4,12,8230,443.7,246.10000000000002,85,14,4,8214,459,290.1,81,7,4,8128,246.5,224.1,22,4,7,8008,321.6,284.7,147,14,4,8214,254.8,236.1,40,14,4,8229,206.2,229.9
54,4,12,8229,439.6,281.6,41,4,12,8437,396.1,274.8,121,4,11,8128,380,320.1,254,11,4,9923,355.9,332.8,236,4,14,8005,543.9,426.1,38,4,14,8112,387.1,239.89999999999998,145,7,4,9923,313.4,306.8,360,7,4,8128,268.79999999999995,225.1,57,14,4,9923,326.5,223.5,412,14,4,8439,259.6,154.2
75,6,4,8360,499.1,264.9,777,12,4,8010,412.1,229.7,64,4,11,8010,365.70000000000005,341.70000000000005,2,4,11,8010,454.2,357.5,61,4,6,8230,342.5,248.4,39,4,14,8010,473,341.3,67,4,7,8008,295.1,237.4,18,4,7,9923,311.9,249.8,35,14,4,8229,285.8,167.3,350,3,14,8214,271.7,162.7
75,12,4,8437,409.2,278.9,420,12,4,8010,506,354.4,104,11,4,8112,366.9,323.3,121,4,11,8128,398.4,350.7,45,4,14,8229,553.9,291.3,103,14,4,8112,410.1,181.1,51,7,4,8021,335.8,300.79999999999995,202,7,4,8128,308.5,271.20000000000005,99,3,4,8229,235.8,193.39999999999998,101,14,4,8229,294.2,177.2
420,12,4,8008,411.3,210.10000000000002,23,4,14,8008,466.59999999999997,318.20000000000005,5,4,11,9923,245.7,238.8,20,11,4,8230,316.79999999999995,276.7,74,4,14,8229,354.70000000000005,203.39999999999998,91,4,14,8112,375.8,284.9,21,7,4,8005,317.6,290.8,222,7,4,8008,310.70000000000005,217.8,25,4,14,8128,325.9,351.8,235,4,14,8128,186.2,173.5
74,12,4,8229,419.1,229.5,75,14,4,8437,365,159.7,106,4,11,8005,315.1,284.1,113,4,11,8439,304.3,201.8,245,12,4,8128,395.4,243.5,112,4,12,8230,467.4,243.39999999999998,222,4,7,8005,164.2,263.8,51,7,4,8021,355.5,364.3,350,3,14,8214,271.9,179.60000000000002,1,4,14,8229,169,262.70000000000005
238,12,4,8010,426.4,320.1,41,12,4,8437,456.7,381.79999999999995,104,4,11,8230,290.3,284.9,121,4,11,8128,319.1,348.5,245,12,4,8112,390.4,321.6,517,14,4,8008,384.5,225.8,429,4,7,9923,271.6,283.4,81,7,4,8010,255.60000000000002,249.5,111,14,4,8439,276.1,223.9,89,14,4,8439,219.89999999999998,174.8
17,4,14,8214,440.2,242.10000000000002,6,12,4,8005,473.9,292.6,19,4,11,8005,300.9,268.5,245,4,11,8128,336,308.8,8,4,12,8230,447.5,208.7,92,4,14,8112,405.1,255.7,21,4,7,8128,295.9,257.5,29,4,7,9923,256.9,259,54,14,4,8112,224.9,173.3,350,3,14,8214,276.2,216
24,12,4,8010,364.9,225.4,54,4,12,8229,434.20000000000005,245.4,223,4,11,9923,207.6,196.1,203,11,4,8005,285.6,314.2,34,12,4,8112,401.70000000000005,216.2,236,7,4,8005,378,342.20000000000005,21,7,4,8128,327.7,279,145,4,7,9923,308.1,295.3,26,4,21,8214,238.5,158,147,14,4,8112,249.8,177.9
92,4,12,8010,473.20000000000005,249.5,10,12,4,8005,474.2,231.2,48,4,11,8010,257,251.4,141,4,11,8010,386.7,262.3,777,14,4,8010,513.9,398.3,39,4,14,8010,365.1,252,13,7,4,8230,308.2,262.4,145,4,7,8128,272.6,263.8,555,7,4,8439,281.1,160.7,350,3,14,8214,272.6,139.8
86,14,4,8010,209,134.3,80,4,14,8010,497.29999999999995,362.5,121,11,6,8010,278.1,242.1,120,6,11,8010,296.8,237.29999999999998,34,4,14,8112,499.1,316,131,14,4,8112,384,194.8,18,4,7,9923,329,268.4,21,7,4,8229,368.2,224.1,555,14,4,9923,234.3,198,432,14,4,8112,217.10000000000002,137.2
